,name,description,url,datePublished,articleContent
404,County Receives Its First Shipment of Moderna COVID-19 Vaccine,The County of San Diego on Monday received its first deliveries of the second COVID-19 vaccine approved by the Food and Drug Administration.,https://www.countynewscenter.com/county-receives-its-first-shipment-of-moderna-covid-19-vaccine/,2020-12-21T17:56:22-08:00,"
The County of San Diego on Monday received its first deliveries of the second COVID-19 vaccine approved by the Food and Drug Administration.
The Moderna vaccine was approved by the FDA for emergency use late last week and by the Advisory Committee to the Director of the Centers for Disease Control and Prevention this weekend.
The County received 20,000 doses in this first shipment of the first allocation of 43,700 Moderna vaccines to the region. Some local health care systems had vaccines shipped directly to them.
These 43,700 doses of Moderna’s vaccine are in addition to the roughly 28,000 doses of Pfizer vaccine that started arriving in San Diego County last week.
Like the Pfizer vaccine, the Moderna vaccine requires two doses for each recipient. Healthcare providers will ensure that recipients receive both doses from the same manufacturer, appropriately spaced apart.
Moderna’s vaccines are administered 28 days apart, while Pfizer’s vaccine is given 21 days apart. The initial doses of both vaccines will be distributed based on Phase 1A – Tier 1 guidelines.
“The arrival of the Moderna vaccine gives us another vital tool in fighting COVID-19 and protecting those who are at the highest risk of contracting the virus,” said Wilma J. Wooten, M.D., M.P.H., County public health officer. “While the arrival of more COVID-19 vaccines is good news, it will take months until the general public will get vaccinated.”
Until vaccines are more widely available and herd immunity is achieved, Wooten is urging San Diegans to follow the public health guidelines that have been proven to slow the spread of the novel coronavirus. These strategies include:

Washing your hands properly and regularly or using hand sanitizer.
Maintaining social distance from others.
Wearing facial coverings.
Avoiding crowded places to decrease your risk of exposure.
Staying home and isolating yourself from others if you are sick and get tested.

ICU Capacity and Stay Home Order:

The current ICU capacity for the Southern California region is 0.0% and will be updated by the state daily.
The Regional Stay Home Order is now in effect and prohibits gatherings of any size with people from other households and adds restrictions for multiple sectors.
The order will last for at least three weeks or until the region’s ICU capacity meets or exceeds 15%. The order will be assessed by the state after the three-week period.

Community Setting Outbreaks:

One new community outbreak was confirmed on Dec. 20 in a daycare/preschool/childcare setting.
Seven new community outbreaks were confirmed on Dec. 19: three in business settings, one in a hotel/resort/spa setting, one in a residence, one in an emergency services setting and one in a retail setting.
Eight new community outbreaks were confirmed on Dec. 18: two in distribution warehouse settings, two in business settings, one in a faith-based agency setting, one in a TK-12 school, one in an emergency services setting and one in a daycare/preschool/childcare setting.
In the past seven days (Dec. 14 through Dec. 20), 40 community outbreaks were confirmed.
The number of community outbreaks remains above the trigger of seven or more in seven days.
A community setting outbreak is defined as three or more COVID-19 cases in a setting and in people of different households over the past 14 days.

Testing:

28,383 tests were reported to the County on Dec. 20, and the percentage of new laboratory-confirmed cases was 11%.
The 14-day rolling average percentage of positive cases is 9.5%. Target is less than 8.0%.
The 7-day, daily average of tests is 28,506.
People at higher risk for COVID-19 who are with or without symptoms should be tested. People with any symptoms should get tested. Health care and essential workers should also get a test, as well as people who have had close contact to a positive case or live in communities that are being highly impacted. Those recently returned from travel, or who participated in holiday gatherings, are also urged to get tested.

Cases:

3,252 new cases were reported to the County on Dec 20. The region’s total is now 129,717.
5,457 or 4.2% of all cases have required hospitalization.
1,149 or 0.9% of all cases and 21.1% of hospitalized cases had to be admitted to an intensive care unit.

Deaths:

Three new COVID-19 deaths were reported to the County on Dec. 20. The region’s total is now 1,283.
One woman and two men died between Dec. 8 and Dec. 17, and their ages ranged from early 60s to early 90s.
All had underlying medical conditions.
Twenty-seven new COVID-19 deaths were reported to the County on Dec. 18.
Ten women and 17 men died between Dec. 10 and Dec. 18, and their ages ranged from late 40s to late 90s.
Twenty-six had underlying medical conditions, confirmation of potential medical conditions of one of the deceased is pending at this time.

More Information:
The more detailed data summaries found on the County’s coronavirus-sd.com website are updated around 5 p.m. daily.
 
 "
405,Free COVID-19 Testing Available Over Holidays,"Free COVID-19 testing will continue to be offered seven days a week by the County throughout the holidays, with fewer locations and shorter hours on certain days.",https://www.countynewscenter.com/free-covid-19-testing-available-over-holidays/,2020-12-22T13:27:57-08:00,"
Free COVID-19 testing will continue to be offered seven days a week by the County throughout the holidays, with fewer locations and shorter hours on certain days.
On Dec. 24 and Dec. 31, sites will operate on a regular schedule, with each closing at 4 p.m.
On Dec. 25, three sites – University of San Diego, San Marcos and Southeastern San Diego – will be open from 10:30 a.m. to 2:30 p.m.
On Jan. 1, five sites – Tubman-Chavez Community Center, Lemon Grove, the University of San Diego site in Linda Vista, Imperial Beach and Vista – will be open from 10 a.m. to 2:30 p.m.
Walk-in testing sites do not require appointments. However, as of Dec. 20, nearly all drive-up COVID-19 testing sites have become appointment-only locations. This change is in response to safety concerns caused by traffic backups. Appointments are accepted up to three days in advance with new appointments becoming available each day about noon.
The exception to the appointment-only drive-up testing will be sites operated by the San Diego County Fire Protection District. While appointments are highly recommended, and those with them are given preference, people without appointments will be tested as capacity permits.
“With vaccine distribution in its very earliest stage, COVID-19 testing remains extremely important to protect the public’s health,” said Wilma Wooten, M.D., M.P.H., County public health officer. “People experiencing any symptoms, or who feel they have been exposed, are encouraged to get promptly tested. Those with symptoms should isolate until getting results, while others should adhere to the best practices of wearing a mask, social distance, and good hygiene.”
Holiday testing demand is expected to be high. Wait times at walk-up locations will exceed an hour at times, and the public’s patience is appreciated.
For details on testing locations, or to make an appointment at a drive-up location, visit 211sandiego.org or call 2-1-1.
Certain testing sites are also offering separate no-cost, no-appointment flu vaccination shot clinics.
Tubman Chavez Community Center, 415 Euclid Ave, 92114:

Weekly on Sundays, 9:30 a.m. to 4 p.m.

Imperial Beach Sports Park Recreation Center, 425 Imperial Beach Blvd, 91932:

Every other Saturday, 9:30 a.m. to 4 p.m., with the next clinic on Dec. 26.

St. Francis of Assisi Catholic Church (Live Well Mobile Office), 525 W. Vista Way, 92083:

Every other Tuesday, 9:30 a.m. to 4 p.m., with the next clinic Dec. 29.

Free flu clinics are available throughout the week with new ones added regularly. More information is at sandiegocounty.gov/iz as well as at 211sandiego.org.
 
 
 "
406,County’s Long-awaited Estrella Park Opens in Casa de Oro,"The County’s long-awaited, newly improved Estrella Park in the Casa de Oro neighborhood in Spring Valley is open.",https://www.countynewscenter.com/countys-long-awaited-estrella-park-opens-in-casa-de-oro/,2020-12-22T14:23:50-08:00,"
The County’s long-awaited, newly improved Estrella Park in the Casa de Oro neighborhood in Spring Valley is open.
County Supervisor Dianne Jacob and a handful of socially distanced County officials gathered at Estrella, which Jacob called “incredible,” late last week to celebrate the opening of the park.
The County spent $1.4 million to turn the one-time 6.6-acre vacant lot into a community park that mirrors the local landscape and creates a nature play area. The park features hills, trees and boulders, rope bridges, a river bridge, slides, picnic area, a “sand beach,” a butterfly canyon, log benches, dog path, trail and amphitheater.
Jacob said Estrella was a great example of the success of the “Green Light for Parks” initiative she and Supervisor Greg Cox introduced and the Board of Supervisors approved in 2017. The initiative led the Board to approve the creation of a $13 million commitment in the County general fund to help overcome maintenance hurdles that stymied some park development, including Estrella.
“Before those actions were in place, we didn’t have the resources we needed to build and maintain this park,” Jacob said. “Parks like Estrella benefit everyone — supporting regional health and safety, and a better quality of life.”
Parks officials said it took about a year to build the park improvements. Construction started in late 2019. They said the park’s features, including the amphitheater, were built into the land’s natural landscape and use those natural features to create unique play spaces, such as balance beams made out of eucalyptus trees, steppers made from tree stumps and logs stacked up a hill for children to clamber up. New, native and drought tolerant plants and trees were also added.
Estrella park also features educational signs that explain resource conservation, point out sustainable landscaping and local wildlife so visitors can learn about and appreciate the plants and animals in the park.
County Parks officials said the County was excited to open Estrella quickly so that the people and families of Casa de Oro could immediately begin enjoying the park they’ve been waiting for.
Estrella Park is scheduled to be open daily from sunrise to sunset and will be patrolled by County Park rangers and local volunteers.
For more information about County parks, visit sdparks.org.
 "
407,San Diego County COVID-19 Update – 12-22-2020,Here is today’s COVID-19 update from the County Health and Human Services Agency with data through Dec. 21.,https://www.countynewscenter.com/san-diego-county-covid-19-update-12-22-2020/,2020-12-22T15:58:39-08:00,"
Here is today’s COVID-19 update from the County Health and Human Services Agency with data through Dec. 21.
ICU Capacity and Stay Home Order:

The current ICU capacity for the Southern California region is now 0.0% and will be updated by the state daily.
The Regional Stay Home Order is still in effect and prohibits gatherings of any size with people from other households and adds restrictions for multiple sectors.
The order will last for at least three weeks or until the region’s ICU capacity meets or exceeds 15%. The order will be assessed by the state after the three-week period.

Community Setting Outbreaks:

Five new community outbreaks were confirmed on Dec. 21: two in business settings, one in a daycare/preschool/childcare setting, one in a TK-12 school setting and one in government setting.
In the past seven days (Dec. 15 through Dec. 21), 39 community outbreaks were confirmed.
The number of community outbreaks remains above the trigger of seven or more in seven days.
A community setting outbreak is defined as three or more COVID-19 cases in a setting and in people of different households over the past 14 days.

Testing:

24,031 tests were reported to the County on Dec. 21, and the percentage of new laboratory-confirmed cases was 10%.
The 14-day rolling average percentage of positive cases is 9.7%. Target is less than 8.0%.
The 7-day, daily average of tests is 28,584.
People at higher risk for COVID-19 who are with or without symptoms should be tested. People with any symptoms should get tested. Health care and essential workers should also get a test, as well as people who have had close contact to a positive case or live in communities that are being highly impacted. Those recently returned from travel, or who participated in holiday gatherings, are also urged to get tested.

Cases:

2,381 new cases were reported to the County on Dec 21. The region’s total is now 132,098.
5,492 or 4.2% of all cases have required hospitalization.
1,155 or 0.9% of all cases and 21% of hospitalized cases had to be admitted to an intensive care unit.

Deaths:

28 new COVID-19 deaths were reported to the County on Dec. 21. The region’s total is now 1,311.
16 men and 12 women died between Dec. 9 and Dec. 21, and their ages ranged from early 50s to mid-90s.
All but one had underlying medical conditions.

More Information:
The more detailed data summaries found on the County’s coronavirus-sd.com website are updated around 5 p.m. daily.
 
 "
408,Mouse Tests Positive for Hantavirus,"A western harvest mouse collected in routine monitoring has tested positive for hantavirus. County environmental health officials are reminding people not to vacuum or sweep up after rodents if they find them in homes, garages, and sheds. Use wet-cleaning methods instead.",https://www.countynewscenter.com/mouse-tests-positive-for-hantavirus-2/,2020-12-23T10:17:18-08:00,"
A western harvest mouse collected in routine monitoring in open space along the border of Santee and San Diego has tested positive for hantavirus, County environmental health officials said this week.
County officials are reminding people that if they find rodents in their homes, garages, sheds or cabins they should never sweep up or vacuum up after them, but use “wet-cleaning” methods instead, to keep from breathing in the virus and getting sick.
Hantavirus is not uncommon in San Diego County; it can potentially cause deadly infections in people and there is no vaccine or cure. However, people are rarely exposed to hantavirus because the main carriers are wild rodents that prefer to live in the wild away from people.
People can be exposed to hantavirus when wild rodents shed it in their urine, feces and saliva, the matter dries and is stirred into the air where people can breathe it in. So far in 2020, County environmental health has collected 25 rodents that have tested positive for hantavirus.
County officials said wet cleaning methods include using bleach, disinfectants, rubber gloves and bags.
Here are tips for people to prevent being exposed to wild rodents and hantavirus, and how to use wet-cleaning methods.
Avoid Exposure to Hantavirus

Seal up all external holes in homes, garages and sheds larger than a dime to keep rodents from getting in.
Eliminate rodent infestations immediately.
Avoid rodent-infested areas and do not stir up dust or materials that may be contaminated with rodent droppings and urine.
Clean up rodent droppings and urine using the wet cleaning method described below.

Use “Wet-cleaning” Methods to Prevent Inhaling the Virus

Do not sweep or vacuum infested areas.
Ventilate affected area by opening doors and windows for at least 30 minutes.
Use rubber gloves. Spray a 10 percent bleach solution or other disinfectants onto dead rodents, rodent droppings, nests, contaminated traps, and surrounding areas and let the disinfectant stand for at least 15 minutes before cleaning.
Clean with a sponge or a mop that has been soaked in disinfectant.
Place disinfected rodents and debris into two plastic bags, seal them and discard in the trash.
Wash gloves in a bleach solution, then soap and water, and dispose of them using the same double-bag method.
Thoroughly wash your hands with soap and water.

For more information, contact the County Department of Environmental Health (DEH) at (858) 694-2888 or visit the DEH hantavirus web page.
 "
409,VIDEO: County Frontline Health Workers Begin Getting COVID-19  Vaccine,"With new COVID-19 cases setting records, demand for the vaccine is high. This is especially true for the health care providers who battle the virus daily in critical care settings. These immunizations are the shot in the arm they’ve been waiting for.",https://www.countynewscenter.com/county-frontline-health-workers-begin-getting-covid-19-vaccine/,2020-12-23T16:19:09-08:00,"
With new COVID-19 cases setting records, demand for the vaccine is high. This is especially true for the health care providers who battle the virus daily in critical care settings. These immunizations are the shot in the arm they’ve been waiting for.
 "
410,Holiday Celebrations Could Crush ICU Capacity,"If you’re planning a gathering during the upcoming holidays, County health officials say you should cancel it.",https://www.countynewscenter.com/holiday-celebrations-could-crush-icu-capacity/,2020-12-23T17:44:35-08:00,"
If you’re planning a gathering during the upcoming holidays, County health officials say you should cancel it.
Gathering with family or friends from outside your household could lead to a COVID-19 surge in cases and hospitalizations, further straining a local critical care health care system already near capacity.
“I know how difficult this time of year is for so many of us. The holidays are supposed to be a time when we get together with family and friends. This year, things must be different,” Wilma Wooten, M.D., M.P.H., County public health officer. “We know what happens when holidays arrive, and people gather. COVID-19 cases, hospitalizations and deaths increase dramatically.”
Since the Intensive Care Unit (ICU) bed availability for the Southern California region went below 15% and the Regional Stay Home Order went into effect, the situation has continued to worsen.
The ICU bed availability is now zero. The region’s hospitals are being overwhelmed, even after adding more ICU beds.
Here’s what the region experienced in the weeks after Thanksgiving:

44% or about 59,400 of the nearly 146,000 cases since the pandemic’s start occurred after Thanksgiving.
Of the more than 5,500 hospitalizations since the pandemic’s start, about 780 or 14% took place after Thanksgiving.
Of the 1,350 deaths reported since the pandemic’s start, about 330 or 25% happened after Thanksgiving. At the pace deaths are growing, the region is on track to record 600 additional deaths by the end of January.


“We don’t want to see what happened after Thanksgiving happen again. We just had 39 deaths reported in a single day. That is a new record,” Wooten said. “We must continue to stay apart to get the spread of the virus under control. If we don’t, cases, hospitalizations and deaths will continue to soar.”
COVID-19 Vaccines Available in the Region:

Total doses: 102,550 are available as of Dec. 23, 2020.
Pfizer: 29,250 doses; two doses administered three weeks apart.
Moderna: 73,300 doses; two doses given four weeks apart.
The number of doses does not include federal, military and multi-county entities such as Kaiser, as well as the Pharmacy Partnership Program.

ICU Capacity and Stay Home Order:

The current ICU capacity for the Southern California region is now 0.0% and will be updated by the state daily.
The Regional Stay Home Order is still in effect and prohibits gatherings of any size with people from other households and adds restrictions for multiple sectors.
The order will last for at least three weeks or until the region’s ICU capacity meets or exceeds 15%. The order will be assessed by the state after the three-week period.

Community Setting Outbreaks:

12 new community outbreaks were confirmed on Dec. 22: three in business settings, two at TK-12 school setting, one in a daycare/preschool/childcare setting, one in a grocery setting, one in a health care setting, one in a construction setting, one in emergency services setting, one in a food/beverage processing setting and one in government setting.
In the past seven days (Dec. 16 through Dec. 22), 44 community outbreaks were confirmed.
The number of community outbreaks remains above the trigger of seven or more in seven days.
A community setting outbreak is defined as three or more COVID-19 cases in a setting and in people of different households over the past 14 days.

Testing:

31,036 tests were reported to the County on Dec. 22, and the percentage of new laboratory-confirmed cases was 8%.
The 14-day rolling average percentage of positive cases is 9.7%. Target is less than 8.0%.
The 7-day, daily average of tests is 28,806.
People at higher risk for COVID-19 who are with or without symptoms should be tested. People with any symptoms should get tested. Healthcare and essential workers should also get a test, as well as people who have had close contact to a positive case or live in communities that are being highly impacted. Those recently returned from travel, or who participated in holiday gatherings, are also urged to get tested.

Cases:

2,598 new cases were reported to the County on Dec 22. The region’s total is now 134,696.
5,524 or 4.1% of all cases have required hospitalization.
1,160 or 0.9% of all cases and 21% of hospitalized cases had to be admitted to an intensive care unit.

Deaths:

39 new COVID-19 deaths were reported to the County on Dec. 22, a new record. The region’s total is now 1,350.
20 men and 19 women died between Dec. 9 and Dec. 22, and their ages ranged from mid-40s to mid-90s.
All but two had underlying medical conditions.

More Information:
The more detailed data summaries found on the County’s coronavirus-sd.com website are updated around 5 p.m. daily.
 "
411,San Diego County COVID-19 Update – 12-24-2020,Here is today’s COVID-19 update from the County Health and Human Services Agency with data through Dec. 23.,https://www.countynewscenter.com/san-diego-county-covid-19-update-12-24-2020/,2020-12-24T15:51:18-08:00,"
Here is today’s COVID-19 update from the County Health and Human Services Agency with data through Dec. 23.
ICU Capacity and Stay Home Order:

The current ICU capacity for the Southern California region is now 0.0% and will be updated by the state daily.
The Regional Stay Home Order is still in effect and prohibits gatherings of any size with people from other households and adds restrictions for multiple sectors.
The order will last for at least three weeks or until the region’s ICU capacity meets or exceeds 15%. The order will be assessed by the state after the three-week period.

Community Setting Outbreaks:

Nine new community outbreaks were confirmed on Dec. 23: four in business settings, two in hotel/resort/spa settings, one in a healthcare setting, one in government setting and one in a restaurant/bar setting.
In the past seven days (Dec. 17 through Dec. 23), 45 community outbreaks were confirmed.
The number of community outbreaks remains above the trigger of seven or more in seven days.
A community setting outbreak is defined as three or more COVID-19 cases in a setting and in people of different households over the past 14 days.

Testing:

30,045 tests were reported to the County on Dec. 23, and the percentage of new laboratory-confirmed cases was 8%.
The 14-day rolling average percentage of positive cases is 9.7%. Target is less than 8.0%.
The 7-day, daily average of tests is 28,999.
People at higher risk for COVID-19 who are with or without symptoms should be tested. People with any symptoms should get tested. Healthcare and essential workers should also get a test, as well as people who have had close contact to a positive case or live in communities that are being highly impacted. Those recently returned from travel, or who participated in holiday gatherings, are also urged to get tested.

Cases:

2,259 new cases were reported to the County on Dec 23. The region’s total is now 136,955.
5,563 or 4.1% of all cases have required hospitalization.
1,168 or 0.9% of all cases and 21% of hospitalized cases had to be admitted to an intensive care unit.

Deaths:

32 new COVID-19 deaths were reported to the County on Dec. 23. The region’s total is now 1,382.
17 men and 15 women died between Dec. 16 and Dec. 23, and their ages ranged from mid-40s to late 90s.
29 had underlying medical conditions and one did not. Two have medical history pending.

More Information:
The more detailed data summaries found on the County’s coronavirus-sd.com website are updated around 5 p.m. daily.
 
 "
412,San Diego County COVID-19 Update – 12-28-2020,Here is today’s COVID-19 update from the County Health and Human Services Agency with data through Dec. 27.,https://www.countynewscenter.com/san-diego-county-covid-19-update-12-28-2020/,2020-12-28T16:40:02-08:00,"
Here is today’s COVID-19 update from the County Health and Human Services Agency with data through Dec. 27.
ICU Capacity and Stay Home Order:

The current ICU capacity for the Southern California region is now 0.0% and will be updated by the state daily.
The Regional Stay Home Order remains in effect and prohibits gatherings of any size with people from other households and adds restrictions for multiple sectors.
The order will remain in effect until the region’s ICU capacity meets or exceeds 15%.

Community Setting Outbreaks:

No new community outbreaks were confirmed on Dec. 27.
Ten new community outbreaks were confirmed on Dec. 26: six in business settings, two in healthcare settings, one in an emergency services setting and one in a community-based organization.
Nine new community outbreaks were confirmed on Dec. 25: four in business settings, two in healthcare settings, two in faith-based agency settings and one in a distribution warehouse setting.
Fourteen new community outbreaks were confirmed on Dec. 24: three in business settings, three in healthcare settings, three in faith-based agency settings, one in a daycare/preschool/childcare setting, one in a preschool setting, one in a distribution warehouse setting, one in a restaurant and one in a hotel/resort/spa setting.
In the past seven days (Dec. 21 through Dec. 27), 59 community outbreaks were confirmed.
The number of community outbreaks remains above the trigger of seven or more in seven days.
A community setting outbreak is defined as three or more COVID-19 cases in a setting and in people of different households over the past 14 days.

Testing:

18,972 tests were reported to the County on Dec. 27, and the percentage of new laboratory-confirmed cases was 9%.
The 14-day rolling average percentage of positive cases is 10.4%. Target is less than 8.0%.
The 7-day, daily average of tests is 23,668.
People at higher risk for COVID-19 who are with or without symptoms should be tested. People with any symptoms should get tested. Healthcare and essential workers should also get a test, as well as people who have had close contact to a positive case or live in communities that are being highly impacted. Those recently returned from travel, or who participated in holiday gatherings, are also urged to get tested.

Cases:

1,751 new cases were reported to the County on Dec 27. The region’s total is now 147,530.
5,743 or 3.9% of all cases have required hospitalization.
1,201 or 0.8% of all cases and 20.9% of hospitalized cases had to be admitted to an intensive care unit.

Deaths:

Two new COVID-19 deaths were reported to the County on Dec. 27. The region’s total is now 1,404.
Two men died between Dec. 20 and Dec. 21, and their ages ranged from mid-30s to late 60s.
Both had underlying medical conditions.
Twenty new COVID-19 deaths were reported to the County on Dec. 24.
Six women and 14 men died between Dec. 18 and Dec. 24, and their ages ranged from mid-50s to mid-90s.
Seventeen had underlying medical conditions and one did not. Two have medical history pending.

More Information:
The more detailed data summaries found on the County’s coronavirus-sd.com website are updated around 5 p.m. daily.
 
 "
413,County Fire Starts New Year with New Name,The year 2021 will mean a new name for the San Diego County Fire Authority as the organization has been recently renamed the San Diego County Fire Protection District.,https://www.countynewscenter.com/county-fire-starts-new-year-with-new-name/,2020-12-29T08:50:27-08:00,"
The year 2021 will mean a new name for the San Diego County Fire Authority as the organization has been recently renamed the San Diego County Fire Protection District.
The name change became official Dec. 7 when the San Diego Local Agency Formation Commission (LAFCO) voted 8-0 in favor of becoming a dependent special district under the San Diego County Board of Supervisors. LAFCO oversees the establishment and organization of special districts.
“The San Diego County Fire Protection District has been a long time coming,” said Herman Reddick, the district’s director. “It is the natural progression of growth and provides the long-term stability of the organization.”
According to Reddick, in the last five years San Diego County Fire has been able to make significant improvements by increasing permanent career staffing and the assignment of paramedics at all San Diego County Fire Protection District stations and increasing the level of services provided to county residents.
CAL FIRE/San Diego Fire Chief Tony Mecham said the actions to create the new district help to correct a decision made in the 1970s when the County of San Diego terminated the contract with California Department of Forestry and Fire Protection for fire services.
“Supervisor Dianne Jacob and LAFCO began working on this issue in 1993 and after 27 years the fire district has become a reality,” said Mecham. “Last year, the voters in San Diego voted in favor of adding fire protection services to the San Diego County Charter. These two actions will ensure that fire protection services will always be provided across our 1.7-million-acre service area.”
The San Diego County Fire Protection District is comprised of elements from both the State of California and the County of San Diego working in unison as a single organization. More than 500 sworn personnel operate 35 fire stations to ensure San Diego County residents are living safely. The designation as a fire protection district is just one step in County Fire’s continuous efforts to achieve operational excellence in all programs and areas of responsibility.
 "
414,Stay Home Order Extended for San Diego County,"Given the low availability of intensive care unit (ICU) beds, the Regional Stay Home Order for the Southern California region, including San Diego County, has been extended until further notice.",https://www.countynewscenter.com/stay-home-order-extended-for-san-diego-county/,2020-12-29T16:53:01-08:00,"
Given the low availability of intensive care unit (ICU) beds, the Regional Stay Home Order for the Southern California region, including San Diego County, has been extended until further notice.
Today, the state announced the region’s ICU availability is 0.0%. The San Joaquin Valley region’s stay home order has also been extended.
An ICU availability of 0.0% does not necessarily mean there are no ICU beds available. What it indicates is that hospitals in that region are operating at surge capacities and their ability to treat other ill people – patients with heart attacks, strokes, other traumas, etc.—is limited.
Moving forward the state will make four-week projections using the following regional indicators:

Current ICU capacity
Current 7-day average case rate
Current transmission rate
Current rate of ICU admission

If the four-week projection is at or above 15% of ICU availability, the region may be released from the order. If it’s below, it remains under the order.
However, this does not mean that the region will be under the order for four weeks. It could be shorter if the above indicators improve prior to that timeframe and the 15% threshold is met.
The four-week projection will be calculated by the state daily.
Community Setting Outbreaks:

Three new community outbreaks were confirmed on Dec. 28: two in business settings and one in a daycare/preschool/childcare setting.
In the past seven days (Dec. 22 through Dec. 28), 57 community outbreaks were confirmed.
The number of community outbreaks remains above the trigger of seven or more in seven days.
A community setting outbreak is defined as three or more COVID-19 cases in a setting and in people of different households over the past 14 days.

Testing:

16,944 tests were reported to the County on Dec. 28, and the percentage of new laboratory-confirmed cases was 15%.
The 14-day rolling average percentage of positive cases is 10.8%. Target is less than 8.0%.
The 7-day, daily average of tests is 22,656.
People at higher risk for COVID-19 who are with or without symptoms should be tested. People with any symptoms should get tested. Healthcare and essential workers should also get a test, as well as people who have had close contact to a positive case or live in communities that are being highly impacted. Those recently returned from travel, or who participated in holiday gatherings, are also urged to get tested.

Cases:

2,534 new cases were reported to the County on Dec 28. The region’s total is now 150,064.
5,787 or 3.9% of all cases have required hospitalization.
1,212 or 0.8% of all cases and 20.9% of hospitalized cases had to be admitted to an intensive care unit.

Deaths:

31 new COVID-19 deaths were reported to the County on Dec. 28. The region’s total is now 1,435.
18 women and 13 men died between Dec. 17 and Dec. 28, and their ages ranged from mid-40s to mid-90s.
27 had underlying medical conditions and two did not. Two have medical history pending.

More Information:
The more detailed data summaries found on the County’s coronavirus-sd.com website are updated around 5 p.m. daily.
 "
415,New County Supervisors Swearing-in to Be Virtual,"The swearing-in of three new County supervisors will take place virtually on Monday, Jan. 4.",https://www.countynewscenter.com/new-county-supervisors-swearing-in-to-be-virtual/,2020-12-30T08:10:10-08:00,"
The swearing-in of three new County supervisors will take place virtually on Monday, Jan. 4. The newest members of the five-member board will take the oath of office in the numerical order of their districts.

10 – 10:20 a.m. – Supervisor-elect Nora Vargas for District One
10:20 – 10:40 a.m. – Supervisor-elect Joel Anderson for District Two
10:40 – 11 a.m. – Supervisor-elect Terra Lawson-Remer for District Three

The swearing-in will be virtual due to ongoing safety concerns about COVID-19. But the public can watch live on the County’s website, Facebook or on CNC-TV.
Cox Communications will air the swearing-in on channels 24 or 19. Spectrum will show the ceremony on channels 24 or 85.
For more information, visit the Clerk of the Board’s website or call 619-531-5434.
 "
